bioproject_label,bioproject_label_id,bioproject_url,project_tilte,project_description,is_relevance_industrial,is_relevance_environmental,relevance_other,is_relevance_agricultural,is_relevance_model_organism,is_relevance_evolution
PRJNA345156,345156,https://www.ncbi.nlm.nih.gov/bioproject/345156,Methylomonas genome sequencing,Draft genome sequence of Candidatus Methylomonas sp LWB,,True,,,,
PRJNA339225,339225,https://www.ncbi.nlm.nih.gov/bioproject/339225,A transcriptomics approach to compare transcriptomes of individual methylotrophs from Lake Washington sediment in artificial communities and in pure cultures.,"We established simple synthetic microbial communities in a microcosm model system to determine the mechanisms that underlay cross-feeding in microbial methane-consuming communities. Co-occurring strains from Lake Washington sediment were used that are involved in methane consumption, a methanotroph and two non-methanotrophic methylotrophs. Overall design: RNAseq profiles of methanotrophs and non-methanotrophic methylotrophs in pure culture and in two species mixtures. Duplicate samples (total N = 10) were submitted for transcriptomics analysis to GENEWIZ (Seattle, USA). 1 x 50 bp were sequenced in single-read configuration in Rapid Run mode on a HiSeq 2500 System.",,,Unknown,,,
PRJNA338986,338986,https://www.ncbi.nlm.nih.gov/bioproject/338986,QUORUM SENSING IN A METHANE-OXIDIZING BACTERIUM,"Aerobic methanotrophic bacteria use methane as their sole source of carbon and energy and serve as a major sink for the potent greenhouse gas methane in freshwater ecosystems. Despite this important environmental role, little is known about the molecular details of how these organisms interact in the environment. Many bacterial species use quorum sensing systems to regulate gene expression in a density-dependent manner. We have identified a quorum sensing system in the genome of Methylobacter tundripaludum, a dominant methane-oxidizer in methane enrichments of sediment from Lake Washington (Seattle, WA, USA). We determined that M. tundripaludum primarily produces N-3-hydroxydecanoyl-L-homoserine lactone (3-OH-C­10-HSL) and that production is governed by a positive feedback loop. We then further characterized this system by determining which genes are regulated by quorum sensing in this methane-oxidizer using RNA-seq, and discovered this system regulates the expression of a novel nonribosomal peptide synthetase biosynthetic gene cluster. These results identify and characterize a mode of cellular communication in an aerobic methane-oxidizing bacterium. Overall design: Samples are 2 sets of biological replicates of a Methylobacter tundripaludum strain 21/22 mutant where the acyl-homoserine lactone (AHL) synthase gene mbaI (T451DRAFT_0796) has been deleted. The mutant strain was grown to log (48 hours) or stationary (68 hours) phase in the absence or presence of the AHL 3-OH-C10-HSL.",,,Unknown,,,
PRJNA322692,322692,https://www.ncbi.nlm.nih.gov/bioproject/322692,Methylomicrobium buryatense 5GB1C resequencing,"Many methylotrophs, microorganisms that consume carbon compounds lacking carbon-carbon bonds, use two different systems to oxidize methanol for energy production and biomass accumulation. The MxaFI methanol dehydrogenase (MDH) contains calcium in its active site, while the XoxF enzyme contains a lanthanide in its active site. The genes encoding the MDH enzymes are differentially regulated by the presence of lanthanides. In this study, we discover that the histidine kinase MxaY controls the lanthanide-mediated switch in Methylomicrobium buryatense 5GB1C. MxaY controls the transcription of genes encoding MxaFI and XoxF at least partially by controlling the transcript levels of the orphan response regulator MxaB. We discover a constitutively active version of MxaY, and identify the mutated residue that may be involved in lanthanide sensing. Lastly, we find evidence to suggest that tight control of active MDH production is required for wild-type growth rates.",,,,,,
PRJNA315278,315278,https://www.ncbi.nlm.nih.gov/bioproject/315278,Methylomonas koyamae strain:R-49807 Genome sequencing and assembly,"The genome sequences of Methylomonas methanica (NCIMB 11130T, R-45363, R-45371), Methylomonas koyamae (R-45378, R-45383, R-49807), Methylomonas lenta (R-45370) and Methylosinus sp. (R-45379) were obtained. These aerobic methanotrophs were isolated from terrestrial ecosystems and their physiology related to nitrogen assimilation and dissimilation were previously reported.",,True,,,,
PRJNA315277,315277,https://www.ncbi.nlm.nih.gov/bioproject/315277,Methylomonas koyamae strain:R-45383 Genome sequencing and assembly,"The genome sequences of Methylomonas methanica (NCIMB 11130T, R-45363, R-45371), Methylomonas koyamae (R-45378, R-45383, R-49807), Methylomonas lenta (R-45370) and Methylosinus sp. (R-45379) were obtained. These aerobic methanotrophs were isolated from terrestrial ecosystems and their physiology related to nitrogen assimilation and dissimilation were previously reported.",,True,,,,
PRJNA315276,315276,https://www.ncbi.nlm.nih.gov/bioproject/315276,Methylomonas koyamae strain:R-45378 Genome sequencing and assembly,"The genome sequences of Methylomonas methanica (NCIMB 11130T, R-45363, R-45371), Methylomonas koyamae (R-45378, R-45383, R-49807), Methylomonas lenta (R-45370) and Methylosinus sp. (R-45379) were obtained. These aerobic methanotrophs were isolated from terrestrial ecosystems and their physiology related to nitrogen assimilation and dissimilation were previously reported.",,True,,,,
PRJNA315274,315274,https://www.ncbi.nlm.nih.gov/bioproject/315274,Methylomonas lenta strain:R-45370 Genome sequencing and assembly,"The genome sequences of Methylomonas methanica (NCIMB 11130T, R-45363, R-45371), Methylomonas koyamae (R-45378, R-45383, R-49807), Methylomonas lenta (R-45370) and Methylosinus sp. (R-45379) were obtained. These aerobic methanotrophs were isolated from terrestrial ecosystems and their physiology related to nitrogen assimilation and dissimilation were previously reported.",,True,,,,
PRJNA315272,315272,https://www.ncbi.nlm.nih.gov/bioproject/315272,Methylomonas methanica strain:R-45371 Genome sequencing and assembly,"The genome sequences of Methylomonas methanica (NCIMB 11130T, R-45363, R-45371), Methylomonas koyamae (R-45378, R-45383, R-49807), Methylomonas lenta (R-45370) and Methylosinus sp. (R-45379) were obtained. These aerobic methanotrophs were isolated from terrestrial ecosystems and their physiology related to nitrogen assimilation and dissimilation were previously reported.",,True,,,,
PRJNA315271,315271,https://www.ncbi.nlm.nih.gov/bioproject/315271,Methylomonas methanica strain:R-45363 Genome sequencing and assembly,"The genome sequences of Methylomonas methanica (NCIMB 11130T, R-45363, R-45371), Methylomonas koyamae (R-45378, R-45383, R-49807), Methylomonas lenta (R-45370) and Methylosinus sp. (R-45379) were obtained. These aerobic methanotrophs were isolated from terrestrial ecosystems and their physiology related to nitrogen assimilation and dissimilation were previously reported.",,True,,,,
PRJNA315270,315270,https://www.ncbi.nlm.nih.gov/bioproject/315270,Methylomonas methanica strain:NCIMB 11130 Genome sequencing and assembly,"The genome sequences of Methylomonas methanica (NCIMB 11130T, R-45363, R-45371), Methylomonas koyamae (R-45378, R-45383, R-49807), Methylomonas lenta (R-45370) and Methylosinus sp. (R-45379) were obtained. These aerobic methanotrophs were isolated from terrestrial ecosystems and their physiology related to nitrogen assimilation and dissimilation were previously reported.",,True,,,,
PRJNA312260,312260,https://www.ncbi.nlm.nih.gov/bioproject/312260,Methylomonas sp. DH-1 Genome sequencing and assembly,Isolation and omics-based characterization of methanotrophic bacteria for the bioconversion of methane to value-added products,True,,,,,
PRJNA311436,311436,https://www.ncbi.nlm.nih.gov/bioproject/311436,Methylomonas SCGC AD-277-J22 genome sequencing,Enigmatic life underneath us: genomic analysis of deep subsurface microorganisms,,,Comparative Analysis,,,
PRJNA306177,306177,https://www.ncbi.nlm.nih.gov/bioproject/306177,Methyloprofundus sedimenti strain:WF1 Genome sequencing and assembly,"The genome of the marine methanotroph Methyloprofundus sedimenti, strain WF1, was sequenced. The purpose of acquiring this genome was to investigate how a genus that can interact in unique ways with invertebrate animals may differ from related methanotrophic genera. Single Molecule Real Time technology (PacBio) was used for sequencing. The genome sequence will be broadly useful towards better understanding methanotroph physiology as well as specifically investigating unique features of genus Methyloprofundus.",,True,,,,
PRJNA287040,287040,https://www.ncbi.nlm.nih.gov/bioproject/287040,The Epigenomic Landscape of Prokaryotes,"DNA methylation is an important regulator of genome function in the eukaryotes, but it is currently unclear if the same is true in prokaryotes. While regulatory functions have been demonstrated for a small number of bacteria, there have been no large-scale studies of prokaryotic methylomes and the full repertoire of targets and biological functions of DNA methylation remains unclear. Here we applied single-molecule, real-time sequencing to directly study the methylomes of 232 phylogenetically diverse prokaryotes. Collectively, we identified 834 methylated motifs, enabling the specific annotation of 415 DNA methyltransferases (MTases), and adding substantially to existing databases of MTase specificities. While the majority of MTases function as components of restriction-modification systems, 139 MTases have no cognate restriction enzyme in the genome, suggesting some other functional role. Several of these ‘orphan’ MTases are conserved across species and exhibit patterns of DNA methylation consistent with known regulatory MTases. Based on these patterns of methylation, we identify candidate novel regulators of gene expression in several phyla of bacteria, and candidate regulators of DNA replication in Haloarchaea. Together these data substantially advance our knowledge of DNA restriction-modification systems, and hint at a wider role for methylation in prokaryotic genome regulation. Overall design: Single-molecule, real-time sequencing of DNA modifications across 232 diverse prokaryotic genomes.",,,Unknown,,,
PRJNA278928,278928,https://www.ncbi.nlm.nih.gov/bioproject/278928,Methylocucumis oryzae strain:Sn10-6 Genome sequencing and assembly,Methanotroph isolated from Indian flooded rice field. This isolate was obtained from the terminal dilution.,,True,,,,
PRJNA265105,265105,https://www.ncbi.nlm.nih.gov/bioproject/265105,Methylomicrobium buryatense variant with improved genetic tractability sequencing,"M. buryatense is a haloalkaliphilic methanotroph that grows robustly in pure culture with a 3 hour doubling time. These favorable growth characteristics make this strain a promising model organism for studying aerobic methanotroph physiology as well as a potential platform for industrial biocatalysis of methane, the principle component of natural gas. This is the genome sequence of a selected variant capable of replicating small IncP-based broad host range plasmids.",,,,,True,
PRJNA265098,265098,https://www.ncbi.nlm.nih.gov/bioproject/265098,Methylomicrobium buryatense variant resequencing,"Genome resequencing of a haloalkaliphilic methanotroph that grows robustly in pure culture with a 3 hour doubling time. These favorable growth characteristics make this strain a promising model organism for studying aerobic methanotroph physiology as well as a potential platform for industrial biocatalysis of methane, the principle component of natural gas.",,,,,True,
PRJEB4990,263772,https://www.ncbi.nlm.nih.gov/bioproject/263772,Using Illumina HiSeq 2500 platform with dual-indexed paired-end to sequence the hotspring sample,"A comprehensive investigation of the phylogenetic composition and metabolic potential of Sungai Klah, which is located in Perak, Malaysia. It is the second hottest geothermal springs in Malaysia. The hotspring is a streamer-like and several spring heads with boiling temperature (100-110 °C) are presence. Other parts of the streaming water exhibit the temperature ranging from 50−100 °C. Little knowledge on the types of hyper- and thermophilic within this hot spring is known. Furthermore, this high temperature environment condition serves as a source for understanding the genetic diversity, population structure, and ecological roles of these boiling point-tolerant microorganisms.",,,,,,
PRJNA259136,259136,https://www.ncbi.nlm.nih.gov/bioproject/259136,Methylomicrobium album BG8 Transcriptome or Gene expression,<p>Regulatory interplay between carbon and nitrogen metabolism of methanotrophic bacteria</p>,,,Comparative Analysis,,,
PRJNA258929,258929,https://www.ncbi.nlm.nih.gov/bioproject/258929,Methylococcus capsulatus str. Bath Transcriptome or Gene expression,<p>Regulatory interplay between carbon and nitrogen metabolism of methanotrophic bacteria</p>,,,Comparative Analysis,,,
PRJNA258394,258394,https://www.ncbi.nlm.nih.gov/bioproject/258394,Methylomonas denitrificans strain:FJG1 Genome sequencing,"The goals of this project was to sequence the genome of an aerobic denitrifying methanotroph. More specifically, the objective was to determine the gene modules that allow/facilitate denitrification in aerobic methanotrophs. The relevance of this project is mostly environmental, as this organism consumes a greenhouse gas (methane) and under oxygen limiting conditions produces another greenhouse gas (nitrous oxide).",,True,,,,
PRJNA256722,256722,https://www.ncbi.nlm.nih.gov/bioproject/256722,Methylomagnum ishizawai 175 genome sequencing,"<p>Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane-consuming bacteria. Isolates were chosen for unusual physiology, from understudied clades, or from dominant members of an ecosystem with a high impact on global methane emissions.</p>",,,Comparative Analysis,,,
PRJNA255620,255620,https://www.ncbi.nlm.nih.gov/bioproject/255620,Methylotuvimicrobium kenyense strain:AMO Genome sequencing,"<p>Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane-consuming bacteria. Isolates were chosen for unusual physiology, from understudied clades, or from dominant members of an ecosystem with a high impact on global methane emissions.. JGI Project ID: 1039592.</p>",,,Comparative Analysis,,,
PRJNA252872,252872,https://www.ncbi.nlm.nih.gov/bioproject/252872,Methylobacter whittenburyi strain:ACM 3310 Genome sequencing,"<p>Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane-consuming bacteria. Isolates were chosen for unusual physiology, from understudied clades, or from dominant members of an ecosystem with a high impact on global methane emissions.</p>",,,Comparative Analysis,,,
PRJNA246204,246204,https://www.ncbi.nlm.nih.gov/bioproject/246204,Methylomarinum vadi strain:IT-4 Genome sequencing and assembly,"<p>Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane-consuming bacteria. Isolates were chosen for unusual physiology, from understudied clades, or from dominant members of an ecosystem with a high impact on global methane emissions.</p>",,,Comparative Analysis,,,
PRJNA245748,245748,https://www.ncbi.nlm.nih.gov/bioproject/245748,Methyloterricola oryzae 73a genome sequencing,"<p>Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane-consuming bacteria. Isolates were chosen for unusual physiology, from understudied clades, or from dominant members of an ecosystem with a high impact on global methane emissions.</p>",,,Comparative Analysis,,,
PRJNA245747,245747,https://www.ncbi.nlm.nih.gov/bioproject/245747,Methylobacter sp. BBA5.1 Genome sequencing and assembly,"<p>Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane-consuming bacteria. Isolates were chosen for unusual physiology, from understudied clades, or from dominant members of an ecosystem with a high impact on global methane emissions.</p>",,,Comparative Analysis,,,
PRJDB848,243749,https://www.ncbi.nlm.nih.gov/bioproject/243749,Genome sequencing of Methylogaea oryzae JCM 16910,"For the promotion of various studies, we perform genome sequencing of the important 300 microbial organisms to human and the environment.",,,,,,
PRJDB819,243728,https://www.ncbi.nlm.nih.gov/bioproject/243728,Genome sequencing of Methylomonas koyamae JCM 16701,"For the promotion of various studies, we perform genome sequencing of the important 300 microbial organisms to human and the environment.",,,,,,
PRJNA239499,239499,https://www.ncbi.nlm.nih.gov/bioproject/239499,Methylomicrobium agile strain:ATCC 35068 Genome sequencing and assembly,"<p>Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane-consuming bacteria. Isolates were chosen for unusual physiology, from understudied clades, or from dominant members of an ecosystem with a high impact on global methane emissions.</p>",,,Comparative Analysis,,,
PRJNA225845,225845,https://www.ncbi.nlm.nih.gov/bioproject/225845,Methylomonas sp. LW13 Genome sequencing,Genomes of fifty methylotrophs isolated from Lake Washington,,,Comparative Analysis,,,
PRJNA224116,224116,https://www.ncbi.nlm.nih.gov/bioproject/224116,Refseq Prokaryotic Genome Annotation Project,"NCBI has developed an automatic annotation pipeline that combines ab initio gene prediction algorithms with homology based methods. See more details <A HREF=""http://www.ncbi.nlm.nih.gov/genome/annotation_prok/"">here</A>. Historically RefSeq prokaryotic genomes retained on author submitted annotation. Annotation from different submitters varies in quality resulting in the inconsistent annotation even in closely related genomes. The NCBI Prokaryotic Annotation Pipeline can produce consistent high quality automatic annotation.",,,,,,
PRJNA223505,223505,https://www.ncbi.nlm.nih.gov/bioproject/223505,Methyloglobulus morosus KoM1 Genome sequencing and assembly,New metanotrophic isolate from the Lake Constance; presumably will rise the establishment of a new bacterial genus and species. The genome sequencing opens the possibility to acquire and access its physiological and biochemical properties in its entity.Next to the ability of this strain to utilise C1 compounds as C-sources we were interested in its ability to utilize or not phosphonates as single P-sources.,,True,,,,
PRJNA223144,223144,https://www.ncbi.nlm.nih.gov/bioproject/223144,Methylobacter tundripaludum 21/22 Genome sequencing and assembly,Genomes of fifty methylotrophs isolated from Lake Washington,,,Comparative Analysis,,,
PRJNA223142,223142,https://www.ncbi.nlm.nih.gov/bioproject/223142,Methylobacter tundripaludum 31/32 Genome sequencing and assembly,Genomes of fifty methylotrophs isolated from Lake Washington,,,Comparative Analysis,,,
PRJNA221338,221338,https://www.ncbi.nlm.nih.gov/bioproject/221338,Highly efficient methane biocatalysis revealed in a methanotrophic bacterium,"RNA-Seq profiling of Methylomicrobium alcaliphilum strain 20Z grown in batch on methane. The RNA-Seq work is one part of a systems approach to characterizing metabolism of 20Z during growth on methane. We demonstrate that methane assimilation is coupled with a highly efficient pyrophosphate-mediated glycolytic pathway, which under O2 limitation participates in a novel form of fermentation-based methanotrophy. This surprising discovery suggests a novel mode of methane utilization in oxygen-limited environments, and opens new opportunities for a modular approach towards producing a variety of excreted chemical products using methane as a feedstock. Overall design: Four replicates of batch growth",,,Unknown,,,
PRJNA187109,187109,https://www.ncbi.nlm.nih.gov/bioproject/187109,Methylococcus capsulatus str. Texas = ATCC 19069 Genome sequencing and assembly,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea. Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections. The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,,Comparative Analysis,,,
PRJNA186467,186467,https://www.ncbi.nlm.nih.gov/bioproject/186467,Methylohalobius crimeensis 10Ki Genome sequencing and assembly,"Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane-consuming bacteria. Isolates were chosen for unusual physiology, from understudied clades, or from dominant members of an ecosystem with a high impact on global methane emissions.",,,Comparative Analysis,,,
PRJNA183356,183356,https://www.ncbi.nlm.nih.gov/bioproject/183356,Methylomonas sp. MK1,Genomes of fifty methylotrophs isolated from Lake Washington,,,Comparative Analysis,,,
PRJNA173038,173038,https://www.ncbi.nlm.nih.gov/bioproject/173038,Methylococcus capsulatus str. Texas = ATCC 19069 Genome sequencing and assembly,Methanotrophic bacterium that can use the greenhouse gas methane as a sole carbon and energy source for growth.,,True,,,,
PRJNA169689,169689,https://www.ncbi.nlm.nih.gov/bioproject/169689,Methylobacter sp. UW 659-2-G11 Genome sequencing,Coupling Function to Genomics via Single-Cell Phenotyping and Genome Sequencing,,,Comparative Analysis,,,
PRJNA169688,169688,https://www.ncbi.nlm.nih.gov/bioproject/169688,Methylobacter sp. UW 659-2-H10 Genome sequencing,Coupling Function to Genomics via Single-Cell Phenotyping and Genome Sequencing,,,Comparative Analysis,,,
PRJNA165581,165581,https://www.ncbi.nlm.nih.gov/bioproject/165581,Methylosarcina fibrata AML-C10 Genome sequencing and assembly,Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane consuming bacteria.,,,Comparative Genomics,,,
PRJNA161599,161599,https://www.ncbi.nlm.nih.gov/bioproject/161599,Methylomicrobium lacus LW14 Genome sequencing and assembly,"Methylotrophs are of interest to the following DOE-supported Biological and Environmental Research programs: the Climate Change Research Program, as key participants in maintaining the levels of major green-house gases such as methane, CO2 and N2O in the atmosphere; the Natural and Accelerated Bioremediation Research Program, as agents in bioremediation of such hazardous pollutants as MTBE, trichloroethylene and other halogenated methanes, and in nitrogen removal from sewage and fertilized soils; the Environmental Management Science Program, as major players in global cycling of carbon, nitrogen and sulfur, and agents in bioremediation of environmental pollutants such as chlorinated solvents; the Microbial Genome Program as representatives of microbial groups that have evolved to specialize in a specific metabolic mode and, respectively, life style, such as dependence on C1 compounds, dependence on nitrate or nitrite; the Ocean Science Program, as major players in methane and nitrate/ nitrite conversion in oceans; and the Genomics: GTL Program as carriers of specific enzyme and regulatory systems allowing unique biochemical transformation capacities important to DOE missions, such as inexpensive and efficient environmental clean-up, biodegradable plastic production potential etc.",,,"Bioremediation, C cycle",,,
PRJNA157071,157071,https://www.ncbi.nlm.nih.gov/bioproject/157071,Methylomonas sp. 11b Genome sequencing and assembly,Comparative genomics,,,Biotechnology,,,
PRJNA157067,157067,https://www.ncbi.nlm.nih.gov/bioproject/157067,Methylobacter marinus A45 Genome sequencing and assembly,"This project is highly relevant to the DOE Missions of global carbon cycling and sequestration and biogeochemistry. Methanotrophy is an essential component of the global carbon cycle and represents the largest biological sink for methane. The vast global expansion of agricultural and urban environments has led to an imbalance in the methane budget. N-saturation of soils caused by fertilizer use and deposition of nitrogenous air pollutants greatly diminishes methanotrophic activity as ammonia is a competitive inhibitor of MMO enzymes. Agricultural runoff into estuaries and coastal areas impacts methanotrophy to an as yet unquantified degree. Lessening of methanotrophic activity necessarily results in a loss of carbon sequestration as methane is released to the atmosphere rather than remaining in microbial biomass. Molecular ecology studies focused on methanotrophic communities are just beginning to find correlations between community composition and physicochemical parameters. It is too early to speculate on how specific methanotrophic communities impact local, regional, landscape, and global carbon cycling, but access to genomic information on organisms from diverse ecosystems and postgenomic tools will greatly aid in understanding how the functional genomes of methanotrophs influence their relationships to and functions in the environment.",,True,,,,
PRJNA89087,89087,https://www.ncbi.nlm.nih.gov/bioproject/89087,Methylotuvimicrobium buryatense 5G strain:5G Genome sequencing and assembly,"This project is highly relevant to the DOE Missions of global carbon cycling and sequestration and biogeochemistry. Methanotrophy is an essential component of the global carbon cycle and represents the largest biological sink for methane. The vast global expansion of agricultural and urban environments has led to an imbalance in the methane budget. N-saturation of soils caused by fertilizer use and deposition of nitrogenous air pollutants greatly diminishes methanotrophic activity as ammonia is a competitive inhibitor of MMO enzymes. Agricultural runoff into estuaries and coastal areas impacts methanotrophy to an as yet unquantified degree. Lessening of methanotrophic activity necessarily results in a loss of carbon sequestration as methane is released to the atmosphere rather than remaining in microbial biomass. Molecular ecology studies focused on methanotrophic communities are just beginning to find correlations between community composition and physicochemical parameters. It is too early to speculate on how specific methanotrophic communities impact local, regional, landscape, and global carbon cycling, but access to genomic information on organisms from diverse ecosystems and postgenomic tools will greatly aid in understanding how the functional genomes of methanotrophs influence their relationships to and functions in the environment.",,True,,,,
PRJNA86077,86077,https://www.ncbi.nlm.nih.gov/bioproject/86077,Methylovulum miyakonense HT12 Genome sequencing and assembly,"This project is highly relevant to the DOE Missions of global carbon cycling and sequestration, biogeochemistry, and bioprospecting for novel genetic inventory. C1 cycling by bacteria is important in the environment for a number of reasons. Methanotrophs control methane emmisions into the atmosphere, one of the most potent greenhouse gases. In addition, many methanotrophs are potential agents in bioremediation of such hazardous pollutants as halogenated methanes, trichloroethylene (TCE) and methyl tert-butyl ether (MTBE). Finally, C1 cycling is an important component in both local and global carbon cycling, and as such represents one function in global carbon cycling that must be understood to accurately predict global changes in response to a variety of environmental perturbations. Methylotrophic bacteria are of interest to the following DOE-supported Biological and Environmental Research programs: the Climate Change Research Program, as key players in maintaining the levels of major greenhouse gases such as methane and CO2 in the atmosphere; the Natural and Accelerated Bioremediation Research Program, as agents in bioremediation of such hazardous pollutants as trichloroethylene and other halogenated methanes; the Environmental Management Science Program, as major players in global cycling of carbon, nitrogen and sulfur; the Ocean Science Program, as major players in methane consumption in oceans; and the Genomics: GTL Program as carriers of specific enzyme and regulatory systems allowing unique biochemical transformation capacities important to DOE missions, such as inexpensive and efficient environmental clean-up and biodegradable plastic production potential. Genome analysis of these strategically selected set of methanotrophic strains, displaying a broad range of novel and unsuspected metabolic, structural and ecological characteristics, will provide exceptional impetus to our understanding of the diversity of methanotrophic microbes that thrive on our planet, and of their adaptive strategies for optimal exploitation of environmental resources.",,True,,,,
PRJNA82927,82927,https://www.ncbi.nlm.nih.gov/bioproject/82927,Methylobacter luteus IMV-B-3098 Genome sequencing and assembly,"This project is highly relevant to the DOE Missions of global carbon cycling and sequestration, biogeochemistry, and bioprospecting for novel genetic inventory. C1 cycling by bacteria is important in the environment for a number of reasons. Methanotrophs control methane emmisions into the atmosphere, one of the most potent greenhouse gases. In addition, many methanotrophs are potential agents in bioremediation of such hazardous pollutants as halogenated methanes, trichloroethylene (TCE) and methyl tert-butyl ether (MTBE). Finally, C1 cycling is an important component in both local and global carbon cycling, and as such represents one function in global carbon cycling that must be understood to accurately predict global changes in response to a variety of environmental perturbations. Methylotrophic bacteria are of interest to the following DOE-supported Biological and Environmental Research programs: the Climate Change Research Program, as key players in maintaining the levels of major greenhouse gases such as methane and CO2 in the atmosphere; the Natural and Accelerated Bioremediation Research Program, as agents in bioremediation of such hazardous pollutants as trichloroethylene and other halogenated methanes; the Environmental Management Science Program, as major players in global cycling of carbon, nitrogen and sulfur; the Ocean Science Program, as major players in methane consumption in oceans; and the Genomics: GTL Program as carriers of specific enzyme and regulatory systems allowing unique biochemical transformation capacities important to DOE missions, such as inexpensive and efficient environmental clean-up and biodegradable plastic production potential. Genome analysis of these strategically selected set of methanotrophic strains, displaying a broad range of novel and unsuspected metabolic, structural and ecological characteristics, will provide exceptional impetus to our understanding of the diversity of methanotrophic microbes that thrive on our planet, and of their adaptive strategies for optimal exploitation of environmental resources.",,True,,,,
PRJEA73721,73721,https://www.ncbi.nlm.nih.gov/bioproject/73721,Methylotuvimicrobium alcaliphilum 20Z Genome sequencing,,,,,,,
PRJNA63053,63053,https://www.ncbi.nlm.nih.gov/bioproject/63053,Methylocaldum szegediense O-12 genome sequencing project,,,,,,,
PRJNA53917,53917,https://www.ncbi.nlm.nih.gov/bioproject/53917,: Complete genome sequence of the aerobic marine methanotroph Methylomonas methanica MC09,<P>This organism will be used for comparative analysis.,,,,,,
PRJNA51783,51783,https://www.ncbi.nlm.nih.gov/bioproject/51783,Methylomicrobium album BG8 genome sequencing project,<p> <b><i>Methylomicrobium album</i> BG8</b>. This strain will be used for comparative genome analysis.,,,,,,
PRJNA48297,48297,https://www.ncbi.nlm.nih.gov/bioproject/48297,Methylobacter tundripaludum SV96 genome sequencing project,<p> <b><i>Methylobacter tundripaludum</i> SV96</b>. This strain will be used for comparative sequence analysis.,,,,,,
PRJNA21,21,https://www.ncbi.nlm.nih.gov/bioproject/21,Uses methane as sole carbon and energy source,<P><B><I>Methylococcus capsulatus</I> str. Bath</B>. This organism will provide information on the proteins involved in methane oxidation.,,,,,,
